treatment,BaselineSteps,PostSteps,StepChange
1,78962,102027,23065
0,66340,109483,43143
0,60174,65800,5626
1,112930,141852,28922
0,77791,120339,42548
1,89500,99684,10184
0,136229,142389,6160
1,107917,136887,28970
1,52923,69903,16980
1,35472,70699,35227
1,91252,135375,44123
1,22200,23055,855
1,14600,20490,5890
1,39354,88458,49104
1,41375,60836,19461
0,27005,37770,10765
1,51000,60515,9515
1,102524,140222,37698
0,22116,59580,37464
1,24509,36160,11651
1,17631,65627,47996
1,177039,205859,28820
0,68230,89580,21350
1,35290,63568,28278
0,82494,87497,5003
0,34667,52387,17720
1,180000,218766,38766
0,32798,58745,25947
0,63619,79311,15692
0,58418,75709,17291
0,64956,83688,18732
0,81313,100021,18708
0,55538,82768,27230
0,94971,97219,2248
0,16200,27378,11178
1,39111,53180,14069
1,33525,41983,8458
1,50483,78482,27999
1,33415,49927,16512
0,25907,52579,26672
0,39991,42099,2108
1,31207,69497,38290
1,46000,51766,5766
1,79088,113128,34040
0,71898,121138,49240
1,28257,59372,31115
0,115500,117266,1766
0,71919,72970,1051
1,16107,59436,43329
0,108338,147538,39200
1,17293,43131,25838
1,69791,116532,46741
1,67892,84618,16726
0,50655,83108,32453
1,44490,70344,25854
1,82665,116403,33738
0,69861,93209,23348
0,45928,61695,15767
0,13079,57895,44816
1,28000,43046,15046
1,86621,119035,32414
0,157140,157402,262
0,86480,101369,14889
1,84807,111776,26969
1,156632,199245,42613
1,142574,186728,44154
1,54700,57181,2481
0,16585,21592,5007
1,80514,108399,27885
1,88170,106899,18729
1,32891,79966,47075
0,158945,179429,20484
0,96306,114595,18289
0,51905,61805,9900
0,139273,170606,31333
0,153534,179789,26255
0,56923,68363,11440
0,71274,84088,12814
0,84923,97067,12144
1,56458,63607,7149
1,140375,156461,16086
1,35647,79005,43358
0,41201,70083,28882
1,88894,136641,47747
1,173266,196757,23491
1,51010,76109,25099
1,116107,157514,41407
1,20478,46093,25615
1,176465,195069,18604
1,59000,82459,23459
0,47264,66164,18900
0,54607,54784,177
1,120919,126378,5459
0,141798,152810,11012
1,87525,133129,45604
1,100000,131092,31092
1,75783,81518,5735
0,82032,115427,33395
0,50443,68184,17741
1,87405,131306,43901
1,162401,203629,41228
1,44287,76575,32288
1,24000,29111,5111
0,88979,134818,45839
1,179686,216108,36422
1,72718,114636,41918
1,118837,144585,25748
0,35640,61794,26154
0,71522,85737,14215
1,90868,134231,43363
0,123978,151685,27707
1,137045,173125,36080
0,37897,69893,31996
1,20065,52726,32661
1,95888,127525,31637
1,76592,84553,7961
1,82523,126017,43494
1,62025,96677,34652
1,20965,26353,5388
1,65000,98441,33441
1,37685,38373,688
1,33148,40603,7455
1,43438,46502,3064
1,16342,37653,21311
1,67267,102442,35175
0,54220,82704,28484
0,144321,145920,1599
0,115412,157880,42468
1,108421,137033,28612
0,21673,65469,43796
0,107054,149562,42508
0,109790,156759,46969
0,35063,41924,6861
0,114217,151987,37770
0,36708,68800,32092
0,44888,77798,32910
0,128422,143396,14974
1,43694,57504,13810
0,71721,72491,770
1,51593,92065,40472
0,70201,87422,17221
0,20474,24608,4134
0,48453,74287,25834
1,60320,99593,39273
0,12633,46116,33483
0,48175,62597,14422
1,70900,77583,6683
1,76105,100911,24806
1,122447,149082,26635
0,51916,56688,4772
1,75532,121840,46308
0,11963,13011,1048
0,130995,159323,28328
1,89984,118222,28238
1,20773,27335,6562
0,115328,130811,15483
0,17910,56302,38392
1,70704,73738,3034
0,35315,67890,32575
1,61544,92827,31283
1,33053,74406,41353
1,20851,67627,46776
0,70731,96804,26073
1,75674,78504,2830
1,64281,98472,34191
1,138958,167718,28760
0,43948,75432,31484
1,25152,58430,33278
1,75541,101108,25567
1,14500,24862,10362
0,137382,177202,39820
0,23466,45139,21673
1,101494,133354,31860
1,11005,30341,19336
1,100000,123744,23744
0,89242,108714,19472
0,113000,130303,17303
1,121916,154809,32893
1,20496,60090,39594
1,45123,80792,35669
0,124100,157918,33818
0,40400,90147,49747
0,59900,89439,29539
1,32674,81040,48366
1,30000,38418,8418
1,52713,95371,42658
1,62745,90654,27909
0,19520,23410,3890
0,73334,95746,22412
0,55600,92680,37080
0,105997,110265,4268
1,93571,131617,38046
0,160736,161476,740
0,101830,102057,227
1,38137,39481,1344
1,45953,65866,19913
1,80946,118144,37198
0,16795,47187,30392
0,140584,166264,25680
1,100309,117458,17149
0,63710,86949,23239
0,63434,73154,9720
1,50235,65475,15240
1,111492,121071,9579
0,124277,142937,18660
0,27631,35454,7823
0,61744,70339,8595
0,112716,147828,35112
0,126600,151232,24632
1,115131,118672,3541
0,110861,114950,4089
1,44074,75573,31499
0,116893,145632,28739
0,69778,85482,15704
1,86000,88688,2688
1,41000,68347,27347
1,26568,72139,45571
0,75795,105242,29447
0,40795,41334,539
1,111283,117165,5882
0,38658,79235,40577
0,81411,122513,41102
1,73989,83275,9286
1,11496,41890,30394
0,75189,88407,13218
1,77739,94455,16716
1,28000,58878,30878
1,86000,135051,49051
1,71191,91550,20359
0,173697,184217,10520
1,134153,136954,2801
0,131428,135747,4319
0,20907,45085,24178
1,11974,38524,26550
1,100451,145750,45299
0,29796,74175,44379
1,87508,125199,37691
0,111897,145085,33188
0,56268,71237,14969
1,28297,36829,8532
1,135982,145243,9261
0,119210,145289,26079
0,57352,59768,2416
0,70392,80100,9708
1,117000,156588,39588
1,16000,46409,30409
0,36223,67837,31614
0,19343,60909,41566
1,22550,66161,43611
0,78776,102811,24035
1,114045,162740,48695
1,22626,70830,48204
0,13296,18689,5393
1,20582,60213,39631
1,48836,72259,23423
1,74200,87628,13428
1,54429,69619,15190
0,41192,53551,12359
1,55600,104199,48599
1,44526,67195,22669
0,45200,76521,31321
1,71460,95773,24313
0,56000,92755,36755
0,51380,65342,13962
0,21708,40089,18381
1,35867,57344,21477
0,20837,37473,16636
0,37555,47247,9692
0,18362,36736,18374
1,20500,53835,33335
0,101128,118853,17725
1,169491,184225,14734
0,89122,137132,48010
1,18085,51331,33246
0,67320,102556,35236
0,34230,57461,23231
0,53339,93927,40588
1,110339,116664,6325
1,160000,198288,38288
0,17463,53662,36199
0,74543,82999,8456
0,58572,74279,15707
0,134134,152809,18675
1,87000,120181,33181
0,73731,101592,27861
0,184988,205869,20881
0,82507,103172,20665
0,106798,139435,32637
0,78626,111996,33370
0,141203,183237,42034
0,70780,88994,18214
0,176786,186475,9689
0,52792,57609,4817
0,114997,115224,227
1,40280,64236,23956
0,97957,115758,17801
0,31300,57880,26580
1,55799,102343,46544
0,124425,154904,30479
0,19819,37367,17548
1,58396,96516,38120
1,85664,132443,46779
0,78661,100583,21922
1,30520,78800,48280
1,58139,94719,36580
0,67983,87807,19824
1,80917,122690,41773
0,32785,76400,43615
0,174254,194205,19951
1,16335,48522,32187
1,21989,60778,38789
1,82513,131727,49214
1,16731,36832,20101
1,21423,28647,7224
0,126562,164202,37640
0,54056,69335,15279
1,120025,126217,6192
0,77143,113018,35875
1,34905,71017,36112
1,57000,95939,38939
1,84500,114919,30419
0,144187,193781,49594
0,60961,89761,28800
0,20800,47336,26536
0,17007,28611,11604
0,85887,124043,38156
1,75362,119208,43846
1,31755,37816,6061
1,33758,41565,7807
0,44000,61525,17525
0,58901,59470,569
1,37514,84642,47128
1,130000,162325,32325
1,110735,145952,35217
1,26581,74312,47731
0,12343,21454,9111
0,37500,40163,2663
1,60644,89670,29026
1,176866,196595,19729
1,32015,40519,8504
0,105726,135195,29469
1,43483,62224,18741
0,85514,90161,4647
1,16238,23981,7743
0,100640,148867,48227
1,100000,114447,14447
0,75438,117873,42435
1,130814,168308,37494
1,35431,52409,16978
0,102860,124410,21550
1,170940,179858,8918
1,47000,52839,5839
1,97550,147516,49966
1,21000,41343,20343
1,12795,51174,38379
1,18600,34362,15762
1,31263,77089,45826
0,17042,20093,3051
1,78914,101286,22372
0,17432,37486,20054
0,67114,106949,39835
0,146990,192223,45233
0,29843,36409,6566
1,88205,109711,21506
1,76136,121953,45817
1,35381,74580,39199
0,49392,64989,15597
0,20223,36201,15978
1,38787,84563,45776
1,122000,123044,1044
0,41223,43461,2238
1,58000,67546,9546
0,11076,18157,7081
0,26636,34031,7395
0,115965,123740,7775
1,63456,100796,37340
1,20415,64053,43638
1,18974,65714,46740
1,49500,84342,34842
0,69028,86532,17504
0,62731,93686,30955
0,103321,125500,22179
0,37975,51564,13589
1,145456,171498,26042
0,67693,76856,9163
1,35670,83823,48153
0,108712,114774,6062
0,60172,95763,35591
1,29262,49978,20716
0,90543,108597,18054
0,91046,102745,11699
0,85798,90524,4726
0,57131,67275,10144
1,17090,57769,40679
0,93048,113432,20384
0,117408,146346,28938
0,97180,129400,32220
1,81000,109547,28547
1,55045,82752,27707
1,22400,30648,8248
0,162699,174782,12083
1,23847,39093,15246
1,49113,79280,30167
1,23009,69943,46934
1,38000,77793,39793
0,46040,53966,7926
0,76076,82586,6510
1,29434,56528,27094
0,84676,96346,11670
0,45515,54573,9058
0,162877,201756,38879
1,50000,64209,14209
0,78495,94066,15571
1,81000,117573,36573
1,75925,122983,47058
0,97088,143649,46561
0,76557,84916,8359
0,33121,57816,24695
0,59980,68691,8711
0,31855,62168,30313
1,120948,139030,18082
0,104252,116620,12368
1,26549,59187,32638
1,145603,154586,8983
0,22169,33660,11491
0,32297,73021,40724
0,43306,75589,32283
1,131134,178878,47744
0,43734,44624,890
1,70224,90268,20044
0,135930,158525,22595
0,156101,182316,26215
1,59000,85427,26427
0,66899,80220,13321
0,124851,136511,11660
1,21518,56730,35212
0,64610,111907,47297
0,93561,139316,45755
1,24813,60297,35484
1,79252,96322,17070
0,190100,202756,12656
0,76880,97694,20814
0,78920,103643,24723
0,173010,217931,44921
0,51243,96117,44874
1,167000,195343,28343
0,54719,65188,10469
1,31692,39422,7730
1,91000,111132,20132
1,38000,38622,622
0,99209,147835,48626
0,18234,33949,15715
0,28794,44842,16048
1,54992,103845,48853
1,17897,33717,15820
1,19740,65849,46109
0,45935,56653,10718
0,80000,100967,20967
1,45634,93291,47657
1,10813,42169,31356
1,85092,103235,18143
0,122834,155423,32589
1,81000,118902,37902
1,50000,92428,42428
1,160000,190199,30199
0,44875,59121,14246
1,65006,75251,10245
1,31000,36738,5738
1,40500,83156,42656
0,29577,52129,22552
0,62807,63058,251
0,139856,162964,23108
1,68323,116223,47900
1,85264,114591,29327
1,134697,164701,30004
0,63830,93419,29589
0,22654,63947,41293
0,39552,79295,39743
0,62194,74061,11867
0,10467,51025,40558
0,42396,49261,6865
1,39000,47946,8946
0,14200,31443,17243
1,59631,83723,24092
1,94000,122371,28371
0,132625,141895,9270
0,18000,45956,27956
1,65186,101543,36357
1,114119,143905,29786
0,43739,76548,32809
0,150213,191670,41457
0,24378,60372,35994
1,121045,145624,24579
0,45096,60490,15394
0,19290,52337,33047
0,28184,38289,10105
1,25000,65846,40846
1,67616,106742,39126
0,89012,107504,18492
1,69935,83781,13846
1,154405,167432,13027
1,21600,44246,22646
1,35085,59771,24686
0,181362,227427,46065
1,82500,90096,7596
1,45282,51899,6617
0,77900,87347,9447
1,15600,30579,14979
0,66338,109469,43131
0,39585,80851,41266
1,52650,85882,33232
1,113594,142131,28537
0,50852,83222,32370
1,126020,127712,1692
0,32419,77116,44697
1,66526,83504,16978
0,128316,165939,37623
1,180000,220774,40774
0,59026,100947,41921
1,63791,105798,42007
1,19573,28132,8559
0,23910,59368,35458
0,71057,112573,41516
1,31844,63241,31397
0,55702,69603,13901
1,61495,90381,28886
0,130388,132446,2058
0,134436,137049,2613
0,128405,137116,8711
1,44151,51312,7161
0,160337,181118,20781
0,33741,61099,27358
1,33000,42641,9641
1,106071,139791,33720
0,104790,117174,12384
0,139320,151345,12025
0,17026,45338,28312
0,54973,67316,12343
0,139592,147779,8187
1,163082,206109,43027
0,78028,121422,43394
1,80500,80692,192
1,149509,198865,49356
0,43160,80689,37529
1,100364,139188,38824
1,28449,29668,1219
1,74988,105924,30936
0,17943,58184,40241
1,29000,41565,12565
0,55850,89956,34106
1,20891,29968,9077
0,64631,65398,767
1,80000,118305,38305
0,24000,26601,2601
0,27322,54907,27585
1,130610,148032,17422
0,47359,68208,20849
1,27646,61990,34344
0,128987,133958,4971
1,80000,83817,3817
1,49689,70475,20786
0,64034,112741,48707
1,14000,28562,14562
0,67473,93694,26221
0,86065,117254,31189
0,65421,103721,38300
1,85403,126282,40879
0,81343,112374,31031
1,76244,123112,46868
1,22482,67597,45115
0,137741,175165,37424
1,62000,79083,17083
0,45128,48442,3314
1,54500,70525,16025
0,98950,125406,26456
1,96000,106206,10206
1,53587,91382,37795
1,91022,101091,10069
1,29419,71168,41749
1,91902,139898,47996
1,47720,91906,44186
0,65212,80979,15767
1,70592,72298,1706
1,53203,89187,35984
1,66809,109810,43001
1,59206,103206,44000
0,51987,78075,26088
0,67445,107921,40476
1,57000,97152,40152
1,39119,83124,44005
1,60037,104036,43999
1,64541,102834,38293
1,34025,69595,35570
1,16425,21876,5451
0,33940,55593,21653
1,52694,87726,35032
0,40631,68399,27768
1,54461,70122,15661
1,85460,115850,30390
0,54000,59267,5267
1,10282,38591,28309
1,17000,62184,45184
0,72207,89752,17545
0,80210,98304,18094
0,73021,111670,38649
0,157892,189184,31292
0,19788,35091,15303
0,107765,127987,20222
0,111024,129252,18228
0,62981,93314,30333
1,65505,83376,17871
0,77042,93042,16000
1,50170,84586,34416
0,38143,85183,47040
0,78400,121898,43498
0,32093,54960,22867
1,58257,99078,40821
1,59221,107789,48568
1,30006,60363,30357
1,182133,185831,3698
1,67000,102701,35701
1,90328,119997,29669
1,40702,63148,22446
1,106000,116269,10269
1,75001,98459,23458
1,59682,77000,17318
1,24604,67187,42583
0,25939,75738,49799
0,181395,226022,44627
1,37571,76570,38999
0,105420,108740,3320
1,29542,76327,46785
0,55400,77503,22103
0,137086,186417,49331
0,110827,157140,46313
1,23252,60599,37347
1,14917,55119,40202
1,36184,58898,22714
0,64414,105672,41258
0,69507,116736,47229
0,87656,105497,17841
0,182876,212219,29343
0,30758,70659,39901
0,95208,117243,22035
0,94599,111620,17021
0,78871,94999,16128
1,71823,98349,26526
0,66689,81257,14568
1,66000,83750,17750
1,164000,202798,38798
0,53449,81009,27560
1,10884,49134,38250
0,80318,108210,27892
0,60955,97245,36290
0,159526,180245,20719
1,48702,59965,11263
0,49509,74760,25251
1,31664,69808,38144
0,29403,61403,32000
1,77570,125426,47856
0,69629,115740,46111
0,100207,113213,13006
0,110890,126364,15474
0,40227,41229,1002
1,49917,99368,49451
1,78025,104850,26825
0,66440,88867,22427
1,72771,104471,31700
1,43702,78644,34942
0,66140,93727,27587
1,26297,40629,14332
1,70452,116996,46544
0,18720,64215,45495
0,128903,156638,27735
1,33250,46542,13292
0,23011,25099,2088
0,135889,176522,40633
1,70000,104332,34332
0,95105,137179,42074
0,190423,197601,7178
1,54695,85472,30777
0,78011,84018,6007
0,61088,97892,36804
1,51557,101503,49946
0,80210,110904,30694
0,15501,35695,20194
1,37286,69230,31944
0,13259,58016,44757
0,131327,170626,39299
1,153000,162909,9909
1,156701,177160,20459
0,71380,85077,13697
1,188000,237901,49901
0,95988,121430,25442
1,122267,136362,14095
1,99049,114878,15829
0,10280,27087,16807
1,156421,179570,23149
0,90258,127894,37636
1,154400,188053,33653
1,47000,68780,21780
0,48791,63027,14236
1,80000,112684,32684
1,48953,88085,39132
0,46792,93297,46505
1,88000,114302,26302
0,26900,42337,15437
1,114000,131008,17008
1,32087,73125,41038
0,51993,88060,36067
0,103210,104411,1201
1,62240,102617,40377
0,56984,97508,40524
1,65000,99381,34381
1,16471,27776,11305
0,56009,77337,21328
0,75302,85408,10106
0,131957,159609,27652
0,104004,143231,39227
1,93844,128459,34615
0,178000,191640,13640
1,116342,131229,14887
0,72000,78967,6967
0,79301,120218,40917
0,22408,27976,5568
0,86765,135219,48454
0,101151,141739,40588
1,21443,24747,3304
0,69996,79171,9175
0,30196,36522,6326
1,72988,95344,22356
0,118784,139872,21088
0,117115,134759,17644
0,56817,82064,25247
1,33640,39695,6055
0,56205,102437,46232
0,61451,103861,42410
1,150806,159408,8602
1,73195,84049,10854
1,28000,64285,36285
1,74627,118374,43747
1,130000,149453,19453
1,148312,194604,46292
0,76954,88858,11904
1,53387,81331,27944
0,172726,218969,46243
0,185809,225917,40108
1,16403,54840,38437
1,16711,48907,32196
0,89250,133094,43844
0,162209,199965,37756
1,98605,116946,18341
0,36148,38287,2139
0,110063,158581,48518
1,18000,18509,509
0,19073,21202,2129
1,132027,148097,16070
0,23767,43548,19781
1,82877,130959,48082
1,12000,19929,7929
0,81000,124268,43268
0,114972,155600,40628
1,76442,108350,31908
1,62284,106490,44206
0,45000,75977,30977
0,67765,76740,8975
0,35896,51652,15756
0,172409,203081,30672
0,160003,207020,47017
1,39650,58998,19348
0,84549,124464,39915
0,83172,109305,26133
1,141000,168499,27499
1,50963,86500,35537
0,10726,20252,9526
0,139296,142353,3057
0,19800,47922,28122
0,48791,63380,14589
1,180357,205629,25272
1,109585,156331,46746
1,196000,237203,41203
1,91761,120867,29106
0,37386,37999,613
1,93192,107741,14549
1,41000,60251,19251
0,189106,237362,48256
0,107387,126812,19425
0,69645,116915,47270
0,85410,119290,33880
1,189077,218596,29519
1,50773,97746,46973
1,137000,146318,9318
0,36461,67721,31260
0,31921,80604,48683
1,64025,86815,22790
0,173505,189558,16053
1,154692,202336,47644
1,53091,80495,27404
1,15335,38082,22747
1,114011,163723,49712
0,105749,154299,48550
1,114238,153580,39342
1,81624,97356,15732
0,67543,75265,7722
0,22130,30877,8747
1,85924,113685,27761
0,26982,38799,11817
0,128040,158511,30471
1,37042,60011,22969
0,104921,115996,11075
1,56735,98438,41703
0,172743,187427,14684
1,132965,136986,4021
0,101652,106961,5309
0,160495,162547,2052
1,156771,196022,39251
1,25758,54476,28718
0,49749,52545,2796
1,123994,165383,41389
0,13680,41459,27779
0,49490,69561,20071
0,81823,106772,24949
0,74298,92903,18605
1,130241,164459,34218
1,77000,115152,38152
0,108221,143719,35498
1,73242,112791,39549
0,93050,101591,8541
0,69988,95170,25182
1,123726,151318,27592
0,173609,222898,49289
1,140572,181173,40601
1,85751,111414,25663
1,70000,102257,32257
1,44031,91311,47280
0,81545,96146,14601
1,53001,76371,23370
1,64000,112855,48855
1,40000,53866,13866
1,54644,70962,16318
1,59361,69402,10041
1,41370,73589,32219
0,41360,71042,29682
1,102554,145932,43378
1,67103,80968,13865
0,113473,137105,23632
1,31298,38324,7026
0,149460,188535,39075
1,58705,79300,20595
0,110084,156200,46116
0,19679,26902,7223
1,89047,111222,22175
0,65708,81040,15332
1,49196,75096,25900
1,41941,67067,25126
0,86741,92966,6225
0,107630,147513,39883
1,42020,90192,48172
1,33500,67020,33520
1,40423,45502,5079
1,45990,87159,41169
1,103287,138302,35015
1,83828,94587,10759
1,141681,178706,37025
0,39716,47002,7286
1,41631,57321,15690
1,54832,95435,40603
0,67113,76283,9170
1,32584,72033,39449
1,53521,94100,40579
1,60197,81121,20924
0,46328,85725,39397
0,59069,98467,39398
0,126757,136639,9882
1,109954,137468,27514
1,39699,82653,42954
0,31955,43692,11737
1,142288,166300,24012
1,150111,169314,19203
0,14039,46608,32569
1,63413,76938,13525
1,42000,88506,46506
0,109205,126441,17236
0,51817,66436,14619
1,38266,73541,35275
1,138931,185352,46421
0,172838,184924,12086
0,180000,195350,15350
0,65586,87547,21961
1,58604,81061,22457
1,58245,105468,47223
0,56942,84746,27804
1,52343,89854,37511
0,32739,35160,2421
0,97145,112508,15363
0,93118,136589,43471
1,72014,82277,10263
1,83596,89233,5637
1,35043,51929,16886
0,82372,107331,24959
0,94240,135294,41054
1,46597,61392,14795
1,33650,81671,48021
0,38456,48327,9871
0,54087,64182,10095
1,160000,166358,6358
0,55254,55464,210
0,47342,64847,17505
1,44013,86174,42161
1,42357,60746,18389
1,57502,77925,20423
0,10849,22980,12131
1,68193,100784,32591
0,63243,75222,11979
0,77031,124947,47916
0,18526,47446,28920
1,100000,144263,44263
0,61604,98465,36861
1,87366,123743,36377
1,45400,56529,11129
0,115397,148733,33336
0,107482,113136,5654
0,49515,74072,24557
0,102000,129436,27436
0,73863,117105,43242
1,65005,108090,43085
0,24323,44371,20048
1,23554,28340,4786
1,35574,56009,20435
1,34143,66521,32378
0,43500,81390,37890
0,64000,108140,44140
0,80657,92851,12194
0,49404,58156,8752
1,81416,108489,27073
1,152120,173160,21040
0,86571,107699,21128
0,32685,60680,27995
0,42347,77485,35138
1,32429,76407,43978
1,24856,60917,36061
1,72690,109673,36983
0,76201,123872,47671
1,73326,105797,32471
1,17105,27028,9923
1,134501,180466,45965
1,42609,72561,29952
1,39000,53083,14083
1,111932,152065,40133
1,68000,84998,16998
1,83007,121982,38975
0,66981,81063,14082
1,182548,186928,4380
0,86025,97378,11353
1,17184,51416,34232
1,158680,199037,40357
0,26870,67244,40374
0,71592,92506,20914
0,71932,106981,35049
0,29622,41093,11471
1,33759,77379,43620
0,46223,52681,6458
1,159474,169980,10506
0,100117,132366,32249
0,79115,125276,46161
1,153000,158195,5195
0,41772,78118,36346
0,92685,140095,47410
1,185244,229637,44393
1,116222,144842,28620
1,19266,34012,14746
0,35606,43569,7963
1,52098,69853,17755
0,38000,60149,22149
0,80500,84470,3970
0,49803,97767,47964
1,77266,120154,42888
1,115720,127955,12235
1,106710,139699,32989
0,80356,127679,47323
1,63541,97230,33689
1,24617,48948,24331
0,24862,33618,8756
1,63316,108135,44819
1,94944,133128,38184
0,140015,167096,27081
1,72000,116450,44450
0,116774,120091,3317
1,180923,206621,25698
1,31500,39180,7680
0,43334,46644,3310
0,50857,53542,2685
0,188400,228880,40480
1,89739,105857,16118
0,95566,100160,4594
1,24991,31733,6742
0,63295,74370,11075
0,37487,71617,34130
0,75904,99705,23801
0,18222,50958,32736
0,44391,77553,33162
1,11271,33299,22028
1,135560,166557,30997
0,56678,84877,28199
1,71753,89828,18075
0,122920,130470,7550
1,113204,145897,32693
0,60000,105970,45970
0,19254,66917,47663
1,138045,149292,11247
1,28154,57950,29796
0,76110,89571,13461
1,13195,21710,8515
0,155106,188903,33797
1,13776,33980,20204
0,129311,156988,27677
0,50055,71225,21170
0,13273,14553,1280
0,122328,152179,29851
1,24333,50239,25906
0,79232,102694,23462
1,93430,110048,16618
0,66569,101678,35109
1,149808,199238,49430
1,57640,66533,8893
1,126741,154575,27834
0,13690,57846,44156
1,110206,110915,709
1,156000,156788,788
0,68222,81260,13038
0,61637,96918,35281
1,52045,98459,46414
0,46666,53766,7100
1,30000,36512,6512
1,74117,112254,38137
1,17000,42043,25043
0,194471,211155,16684
0,86883,97550,10667
1,25001,37078,12077
1,149000,157975,8975
1,69000,71447,2447
0,58488,96405,37917
0,69879,112911,43032
0,113290,125765,12475
1,18199,22001,3802
1,66135,68133,1998
0,67100,68406,1306
1,113879,151254,37375
0,46176,73780,27604
0,45094,45343,249
0,85887,116118,30231
0,128505,129551,1046
1,142000,185721,43721
1,156000,179819,23819
0,48248,83464,35216
1,32300,37190,4890
0,71993,78864,6871
1,147558,181944,34386
0,56724,71662,14938
1,31846,35469,3623
1,24712,65730,41018
0,183155,202134,18979
0,23659,73164,49505
1,45529,70478,24949
0,40686,54328,13642
1,138672,161424,22752
1,50579,68764,18185
1,40000,79035,39035
0,12598,26400,13802
1,140000,184101,44101
1,87055,134001,46946
0,48178,74480,26302
1,91097,136411,45314
0,112901,160922,48021
1,32789,64674,31885
0,45629,82601,36972
1,26375,71416,45041
0,35841,76602,40761
0,44700,78880,34180
0,75955,91503,15548
0,72820,91691,18871
1,190588,192558,1970
1,100137,136065,35928
1,130000,155673,25673
0,25203,30441,5238
1,54992,60717,5725
1,20000,48786,28786
0,57443,104196,46753
1,80323,104405,24082
1,100022,136189,36167
1,167313,204727,37414
0,102583,144049,41466
1,30055,60856,30801
1,96538,135694,39156
0,176955,177360,405
0,49321,81681,32360
1,10987,33356,22369
1,133106,179057,45951
0,24464,42655,18191
0,91847,94043,2196
1,105666,129414,23748
0,83939,84892,953
0,64949,67717,2768
1,22834,39964,17130
0,110813,119132,8319
1,38211,39056,845
0,35399,83514,48115
0,42696,88937,46241
1,81065,125583,44518
1,93981,122305,28324
0,80200,113315,33115
1,14176,18063,3887
0,39632,78996,39364
1,54462,82090,27628
0,13452,37557,24105
0,45100,48691,3591
1,70970,89912,18942
0,179775,226473,46698
1,80089,109937,29848
0,56970,68433,11463
0,26719,37098,10379
0,135719,166748,31029
0,19955,37369,17414
0,22049,40233,18184
0,22853,36375,13522
0,74081,86107,12026
0,65514,103459,37945
1,83236,130431,47195
0,34066,75742,41676
0,52894,97070,44176
1,195299,225138,29839
0,24122,34162,10040
1,65000,104656,39656
0,95541,134235,38694
0,10468,50729,40261
1,66772,107490,40718
0,167739,203902,36163
1,116000,155843,39843
1,80661,80766,105
1,117800,122397,4597
1,70710,79143,8433
0,34609,81243,46634
0,123717,161575,37858
0,128731,160190,31459
1,49712,79632,29920
1,54000,61859,7859
0,73590,116120,42530
1,20000,51577,31577
1,76911,114144,37233
0,29627,31677,2050
0,156902,180916,24014
0,55171,61540,6369
0,69302,89181,19879
1,56750,96380,39630
1,138610,161788,23178
1,157364,197100,39736
0,27793,56681,28888
0,39409,42122,2713
1,39893,78135,38242
0,88027,107049,19022
0,128156,175503,47347
0,49000,60379,11379
1,12000,58478,46478
1,80501,114644,34143
0,16893,53062,36169
0,74125,106784,32659
1,82165,103330,21165
1,82000,82852,852
0,115208,134362,19154
1,32247,47325,15078
1,48000,87639,39639
0,71635,118855,47220
1,33360,59055,25695
1,50096,96778,46682
0,49309,54638,5329
1,33094,60633,27539
1,31238,72002,40764
0,117979,135331,17352
1,110036,110100,64
1,42883,65243,22360
0,55973,77819,21846
1,38695,71629,32934
1,28000,63786,35786
0,84000,96058,12058
0,59000,64651,5651
0,27550,29622,2072
1,23000,65476,42476
1,103354,126884,23530
0,178227,203652,25425
1,45275,72570,27295
0,24692,42762,18070
0,17342,41420,24078
1,146489,189381,42892
0,102028,102498,470
0,121300,139445,18145
0,75058,120403,45345
0,64400,84595,20195
0,127694,130848,3154
1,121217,134589,13372
1,93500,143204,49704
1,142673,177740,35067
0,111960,154366,42406
0,149912,164212,14300
0,92541,104581,12040
0,68642,71611,2969
0,103010,134234,31224
1,20000,55888,35888
0,15283,15486,203
1,39121,72019,32898
0,126103,128383,2280
1,168997,195149,26152
0,10400,13198,2798
1,82563,108575,26012
0,28209,41697,13488
0,79971,105399,25428
1,100639,105842,5203
0,39467,66610,27143
0,33382,42417,9035
1,16817,28850,12033
1,52731,80620,27889
1,12050,58498,46448
1,35063,84765,49702
0,63710,74624,10914
1,98500,137864,39364
0,83520,100542,17022
0,43319,44769,1450
0,77283,78968,1685
0,127623,164047,36424
1,51618,66571,14953
1,54912,55046,134
1,106040,136224,30184
0,105779,154770,48991
0,64270,75878,11608
1,136485,174392,37907
0,126894,158717,31823
1,130338,164658,34320
0,100493,103304,2811
1,90120,104692,14572
0,61927,110624,48697
1,100895,115784,14889
1,66346,94770,28424
1,26752,39397,12645
0,103246,114937,11691
1,75747,97386,21639
1,100100,128129,28029
0,64235,94296,30061
1,150757,188696,37939
0,17311,38696,21385
1,15600,55642,40042
1,95570,137121,41551
1,83687,125034,41347
0,58549,87650,29101
0,99000,137021,38021
0,188132,210141,22009
1,38499,66269,27770
0,51625,62832,11207
0,18755,53690,34935
0,40079,86874,46795
0,88953,100642,11689
0,11899,42407,30508
1,69000,76866,7866
0,130819,167379,36560
0,21861,31046,9185
1,112378,158992,46614
0,125753,143805,18052
1,58310,72041,13731
1,153439,169216,15777
1,56357,78800,22443
0,56155,95491,39336
1,52000,89790,37790
0,25823,53775,27952
0,28655,31172,2517
0,132118,136638,4520
